,sr_number,sr_type,sr_short_code,created_department,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,electricity_grid,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,parent_sr_number
302,SR19-03236569,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:40:10.000,2019-12-31T21:31:12.000,2019-12-31T20:40:11.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
303,SR19-03236567,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:39:48.000,2019-12-31T21:30:52.000,2019-12-31T20:39:48.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
304,SR19-03236566,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:39:46.000,2019-12-31T21:31:21.000,2019-12-31T20:39:46.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
305,SR19-03236565,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:38:56.000,2019-12-31T21:30:32.000,2019-12-31T20:38:57.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
306,SR19-03236564,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:38:27.000,2019-12-31T21:31:12.000,2019-12-31T20:38:28.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
307,SR19-03236563,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Completed,Phone Call,2019-12-31T20:38:24.000,2020-02-10T14:00:11.000,2020-02-10T14:00:11.000,5134 N NATOMA AVE,,,60656.0,5134,N,NATOMA,AVE,False,False,10,45,Z110,1,16,1613,48,20,3,12,1131169.767415,1933887.01751,41.974853652,-87.793034422,"{'latitude': '41.97485365204113', 'longitude': '-87.79303442194278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,36,4448,700.0,50,
308,SR19-03236562,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:38:21.000,2019-12-31T21:30:52.000,2019-12-31T20:38:21.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
309,SR19-03236561,City Vehicle Sticker Violation,QAC,,City Clerk's Office,Completed,Internet,2019-12-31T20:37:42.000,2020-03-03T15:39:18.000,2020-03-03T15:39:18.000,4700 S KILDARE AVE,,,60632.0,4700,S,KILDARE,AVE,False,False,57,14,F033,1,8,815,7,20,3,12,1148475.833474,1873087.563361,41.807696189,-87.730963298,"{'latitude': '41.80769618884492', 'longitude': '-87.73096329768822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56,54,22248,697.0,8,
310,SR19-03236560,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:37:09.000,2019-12-31T21:31:21.000,2019-12-31T20:37:09.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
311,SR19-03236559,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:36:47.000,2019-12-31T21:31:12.000,2019-12-31T20:36:47.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
312,SR19-03236558,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T20:36:27.000,2019-12-31T21:31:12.000,2019-12-31T20:36:28.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,20,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
313,SR19-03236557,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:36:18.000,2019-12-31T21:31:12.000,2019-12-31T20:36:19.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
314,SR19-03236556,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T20:34:43.000,2019-12-31T21:30:32.000,2019-12-31T20:34:44.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,20,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
315,SR19-03236555,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T20:34:40.000,2019-12-31T21:30:52.000,2019-12-31T20:34:41.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,20,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
316,SR19-03236554,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:34:22.000,2019-12-31T21:31:21.000,2019-12-31T20:34:22.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
317,SR19-03236553,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:34:21.000,2019-12-31T21:30:52.000,2019-12-31T20:34:21.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
318,SR19-03236552,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:34:01.000,2019-12-31T21:30:52.000,2019-12-31T20:34:02.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
319,SR19-03236551,Street Light Out Complaint,SFD,,CDOT - Department of Transportation,Completed,Mobile Device,2019-12-31T20:33:45.000,2020-01-03T11:20:29.000,2020-01-03T11:20:29.000,2235 S OAKLEY AVE,,,60608.0,2235,S,OAKLEY,AVE,True,False,31,25,K027,3,10,1034,1,20,3,12,1161397.658128,1888951.442172,41.850970174,-87.683128847,"{'latitude': '41.85097017353387', 'longitude': '-87.68312884733805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,33,14920,204.0,26,SR19-03236082
320,SR19-03236550,Street Light Out Complaint,SFD,,CDOT - Department of Transportation,Completed,Mobile Device,2019-12-31T20:33:39.000,2020-01-03T11:20:29.000,2020-01-03T11:20:29.000,2235 S OAKLEY AVE,,,60608.0,2235,S,OAKLEY,AVE,True,False,31,25,K027,3,10,1034,1,20,3,12,1161397.658128,1888951.442172,41.850970174,-87.683128847,"{'latitude': '41.85097017353387', 'longitude': '-87.68312884733805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,33,14920,204.0,26,SR19-03236082
321,SR19-03236549,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:33:23.000,2019-12-31T21:31:12.000,2019-12-31T20:33:24.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
322,SR19-03236548,Street Light Out Complaint,SFD,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2019-12-31T20:32:37.000,2020-01-07T16:32:27.000,2020-01-07T16:32:27.000,6700 S WABASH AVE,,,60637.0,6700,S,WABASH,AVE,True,False,69,6,Q038,2,3,322,9,20,3,12,1177869.126239,1860568.128448,41.772725719,-87.623535954,"{'latitude': '41.77272571870366', 'longitude': '-87.62353595365911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",60,67,22260,514.0,32,SR19-02574620
323,SR19-03236547,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T20:32:29.000,2019-12-31T21:30:52.000,2019-12-31T20:32:29.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,20,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
324,SR19-03236546,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:32:19.000,2019-12-31T21:30:52.000,2019-12-31T20:32:19.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
325,SR19-03236545,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:31:43.000,2019-12-31T21:30:32.000,2019-12-31T20:31:43.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
326,SR19-03236544,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:31:06.000,2019-12-31T21:30:32.000,2019-12-31T20:31:06.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
327,SR19-03236543,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:30:28.000,2019-12-31T21:31:21.000,2019-12-31T20:30:29.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
328,SR19-03236542,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:29:40.000,2019-12-31T20:31:05.000,2019-12-31T20:29:41.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
329,SR19-03236541,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,2019-12-31T20:29:13.000,2020-01-01T17:55:17.000,2020-01-01T17:55:17.000,6027 S MORGAN ST,,,60621.0,6027,S,MORGAN,ST,True,False,68,16,N036,1,7,712,27,20,3,12,1170748.892831,1864745.212239,41.784346427,-87.64951498,"{'latitude': '41.78434642691911', 'longitude': '-87.64951498008473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,66,21559,22.0,2,SR19-03236528
330,SR19-03236539,Street Light Out Complaint,SFD,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2019-12-31T20:28:57.000,2020-01-02T06:48:35.000,2020-01-02T06:48:35.000,12800 S MANISTEE AVE,,,60633.0,12800,S,MANISTEE,AVE,True,False,55,10,W053,3,4,433,9,20,3,12,1196679.397648,1820640.993183,41.66271534,-87.555905396,"{'latitude': '41.662715340124954', 'longitude': '-87.5559053955555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,52,22250,586.0,47,SR19-03229137
331,SR19-03236538,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:28:49.000,2019-12-31T20:30:46.000,2019-12-31T20:28:49.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
332,SR19-03236536,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:28:25.000,2019-12-31T20:30:27.000,2019-12-31T20:28:25.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
333,SR19-03236535,Street Light Out Complaint,SFD,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2019-12-31T20:26:33.000,2020-01-03T11:07:03.000,2020-01-03T11:07:03.000,4000 W 26TH ST,,,60623.0,4000,W,26TH,ST,True,False,30,22,F027,1,10,1013,17,20,3,12,1150036.865882,1886523.220771,41.84453531,-87.724888788,"{'latitude': '41.844535310335345', 'longitude': '-87.7248887878335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",57,32,21569,194.0,28,SR19-02718393
334,SR19-03236534,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:26:29.000,2019-12-31T20:30:27.000,2019-12-31T20:26:30.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
335,SR19-03236533,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:25:57.000,2019-12-31T20:31:05.000,2019-12-31T20:25:57.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
336,SR19-03236532,Alley Light Out Complaint,SFA,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2019-12-31T20:25:37.000,2020-05-13T05:02:00.000,2020-05-13T05:02:00.000,2128 W GARFIELD BLVD,,,60609.0,2128,W,GARFIELD,BLVD,True,False,61,16,K034,3,9,932,7,20,3,12,1162975.642597,1868235.78951,41.794091131,-87.677917292,"{'latitude': '41.794091131362634', 'longitude': '-87.67791729151463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,59,14924,686.0,2,SR19-02226807
337,SR19-03236531,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:25:05.000,2019-12-31T20:30:46.000,2019-12-31T20:25:06.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
338,SR19-03236530,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T20:24:36.000,2019-12-31T20:30:46.000,2019-12-31T20:24:36.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,20,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
